ClienteID,Nombre,Apellido,Estado,FechaNacimiento,Segmento
C00133,Valeria,López,Chihuahua,2004-12-23,Platino
C00134,Jorge,Jiménez,Ciudad de México,1967-11-28,Plata
C00135,Daniela,López,Sinaloa,1989-01-27,Bronce
C00136,Fernanda,Díaz,Coahuila,1979-05-17,Bronce
C00137,Valeria,García,Ciudad de México,1973-06-06,Oro
C00138,Mariana,Morales,Veracruz,1997-04-11,Bronce
C00139,Daniela,Hernández,Baja California,1995-12-09,Oro
C00140,Daniela,Sánchez,Baja California,1968-02-10,Bronce
C00141,Paola,Ortiz,Yucatán,1996-07-15,Bronce
C00142,,Rivera,Nuevo León,1960-08-31,Oro
C00143,Diego,Rodríguez,Ciudad de México,2004-10-06,Bronce
C00144,,Gómez,Tamaulipas,1970-09-17,Bronce
C00145,Valeria,Gómez,Tamaulipas,2003-02-17,Bronce
C00146,Daniela,López,Chihuahua,1995-12-16,Bronce
C00147,Valeria,Torres,Nuevo León,1981-06-25,Plata
C00148,Alejandro,Martínez,Chihuahua,2003-03-05,Bronce
C00149,José,Torres,Ciudad de México,1960-04-03,Oro
C00150,Luis,González,Yucatán,1958-10-31,Oro
C00151,Mariana,Pérez,Sinaloa,1991-09-28,Bronce
C00152,Jorge,Gómez,Coahuila,1994-09-05,Bronce
C00153,Miguel,Torres,Sinaloa,1958-06-15,Plata
C00154,Fernanda,Flores,Yucatán,1978-05-01,Oro
C00155,María,López,Baja California,1956-04-16,Bronce
C00156,,Rodríguez,Coahuila,1978-03-17,Bronce
C00157,Luis,Rodríguez,Veracruz,1990-02-13,Bronce
C00158,Daniela,Vargas,Sinaloa,1980-11-05,Bronce
C00159,Sofía,Sánchez,Ciudad de México,1972-05-21,Bronce
C00160,Laura,Díaz,Puebla,1993-05-25,Bronce
C00161,Jorge,Ortiz,Jalisco,1980-05-03,Bronce
C00162,Ana,López,Sonora,2001-06-02,Oro
C00163,Andrés,Hernández,Ciudad de México,1958-05-20,Plata
C00164,Eduardo,Vargas,Coahuila,1961-07-04,Bronce
C00165,José,Rodríguez,Tamaulipas,1977-08-07,Bronce
C00166,Luis,Rodríguez,Sonora,1968-02-05,Oro
C00167,Carlos,Mendoza,Ciudad de México,1960-04-12,Plata
C00168,Jorge,Torres,Tamaulipas,1990-04-17,Bronce
C00169,Andrés,Gómez,Ciudad de México,1970-10-20,Bronce
C00170,Laura,Martínez,Ciudad de México,1955-04-19,Bronce
C00171,Diego,Pérez,Tamaulipas,1998-07-04,Bronce
C00172,Paola,Ramírez,Nuevo León,1990-01-24,Bronce
C00173,Ana,García,Nuevo León,1994-03-27,Bronce
C00174,José,González,Nuevo León,1978-04-12,Bronce
C00175,Carlos,Mendoza,Baja California,1959-08-09,Bronce
C00176,Laura,Morales,Baja California,1977-10-26,Bronce
C00177,Laura,Rivera,Yucatán,1968-06-04,Bronce
C00178,Andrés,Rivera,Ciudad de México,1992-06-28,Bronce
C00179,Paola,Rodríguez,Tamaulipas,1990-09-10,Plata
C00180,Laura,Ortiz,Puebla,1973-05-03,Plata
C00181,Laura,Torres,Sinaloa,1974-01-22,Bronce
C00182,Paola,Martínez,Tamaulipas,1961-12-13,Bronce
C00183,Diego,Hernández,Jalisco,1974-12-17,Bronce
C00184,Eduardo,Rivera,Puebla,1988-01-05,Bronce
C00185,Paola,López,Sonora,1963-08-01,Bronce
C00186,Ricardo,Torres,Veracruz,1994-08-27,Platino
C00187,Gabriela,Castillo,Jalisco,1988-11-21,Bronce
C00188,Sofía,Torres,Chihuahua,2003-03-26,Bronce
C00189,Alejandro,gómez,Yucatán,1971-11-07,Plata
C00190,María,Vargas,Yucatán,1969-09-06,Plata
C00191,Luis,Ramírez,Sinaloa,1990-07-13,Platino
C00192,Daniela,Ramírez,Nuevo León,1989-11-17,Bronce
C00193,Diego,Hernández,Ciudad de México,1974-09-17,Bronce
C00194,Carlos,Díaz,Sonora,1993-12-30,Oro
C00195,Valeria,García,Baja California,1992-01-06,Platino
C00196,Andrés,Pérez,Jalisco,1978-03-20,Platino
C00197,Sofía,Pérez,Ciudad de México,1998-08-30,Platino
C00198,Carlos,López,Veracruz,2002-07-20,Bronce
C00199,Andrés,Vargas,Coahuila,1988-10-18,Oro
C00200,Ana,Vargas,Sinaloa,1993-08-27,Bronce
C00201,Alejandro,López,Ciudad de México,1997-04-25,Bronce
C00202,Alejandro,Flores,Coahuila,1961-12-07,Plata
C00203,Jorge,González,Sinaloa,1977-10-21,Bronce
C00204,Daniela,González,Yucatán,1983-03-13,Plata
C00205,Ana,Martínez,Baja California,1965-04-29,Bronce
C00206,Andrés,Torres,Baja California,1978-07-15,Plata
C00207,Luis,Mendoza,Chihuahua,1969-12-25,Bronce
C00208,Carlos,Gómez,Chihuahua,1967-05-05,Plata
C00209,Andrés,García,Yucatán,1969-01-23,Plata
C00210,Miguel,González,Yucatán,1961-11-01,Bronce
C00211,Jorge,Rodríguez,Yucatán,1994-01-20,Plata
C00212,Fernanda,Martínez,Veracruz,1982-05-27,Bronce
C00213,Alejandro,Martínez,Baja California,2000-04-21,Bronce
C00214,Mariana,Mendoza,Sonora,2001-06-09,Plata
C00215,Mariana,Díaz,Sinaloa,1956-12-12,Oro
C00216,Diego,Martínez,Puebla,1993-09-01,Oro
C00217,Eduardo,Flores,Baja California,1960-02-02,Oro
C00218,Ricardo,Rodríguez,Puebla,1962-09-10,Plata
C00219,Sofía,Rodríguez,Baja California,1958-03-21,Bronce
C00220,María,Sánchez,Baja California,1997-11-17,Bronce
C00221,Paola,Jiménez,Sonora,1981-11-03,Bronce
C00222,Gabriela,Ortiz,Coahuila,1966-03-27,Bronce
C00223,Miguel,Flores,Sinaloa,1991-10-30,Bronce
C00224,Diego,Pérez,Jalisco,1996-05-16,Oro
C00225,Ricardo,Ortiz,Nuevo León,1967-04-24,Plata
C00226,Sofía,González,Chihuahua,2001-11-04,Platino
C00227,Jorge,García,Sonora,2001-05-20,Oro
C00228,Sofía,López,Nuevo León,1978-01-31,Plata
C00229,Fernanda,Flores,Sonora,1964-02-08,Bronce
C00230,Miguel,Vargas,Veracruz,1990-09-03,Bronce
C00231,Ricardo,gonzález,Baja California,1991-08-09,Bronce
C00232,Laura,Rivera,Coahuila,1979-03-21,Bronce
C00233,Fernanda,Pérez,Ciudad de México,1992-05-12,Oro
C00234,Fernanda,Hernández,Veracruz,1976-07-18,Oro
C00235,Jorge,Gómez,Tamaulipas,1999-07-05,Plata
C00236,Valeria,Torres,Jalisco,1979-01-25,Bronce
C00237,Carlos,Sánchez,Sinaloa,1958-09-06,Plata
C00238,Gabriela,Mendoza,Veracruz,1972-01-19,Oro
C00239,,Mendoza,Tamaulipas,1994-08-05,Bronce
C00240,Diego,Jiménez,Veracruz,1973-07-27,Bronce
C00241,Daniela,González,Tamaulipas,1989-04-21,Oro
C00242,José,Rivera,Jalisco,1964-07-18,Oro
C00243,María,Sánchez,Puebla,1968-11-26,Oro
C00244,Valeria,González,Sinaloa,1987-10-04,Plata
C00245,Valeria,Flores,Sonora,1998-12-10,Plata
C00246,Ricardo,Rivera,Chihuahua,2004-05-28,Oro
C00247,Daniela,Castillo,Ciudad de México,1956-01-23,Plata
C00248,Ricardo,Flores,Sonora,1963-04-15,Bronce
C00249,María,Rivera,Jalisco,1984-03-14,Plata
C00250,Carlos,Mendoza,Yucatán,1974-10-16,Oro
C00251,Valeria,Martínez,Tamaulipas,2003-03-10,Plata
C00252,María,García,Sonora,1969-05-01,Plata
C00253,Ana,Martínez,Nuevo León,1982-06-03,Bronce
C00254,Jorge,Rodríguez,Coahuila,1994-02-25,Bronce
C00255,Gabriela,Pérez,Sonora,1990-08-18,Bronce
C00256,Valeria,Ramírez,Nuevo León,1973-04-08,Bronce
C00257,Andrés,Díaz,Chihuahua,1994-07-15,Bronce
C00258,Diego,Morales,Ciudad de México,1955-03-21,Plata
C00259,Daniela,Díaz,Baja California,1959-05-09,Bronce
C00260,Carlos, Morales ,Coahuila,1970-11-14,Bronce
C00261,Diego,Flores,Veracruz,1996-03-13,Plata
C00262,Valeria,Morales,Puebla,1979-02-08,Oro
C00263,Fernanda,Ortiz,Jalisco,1960-01-29,Plata
C00264,Ricardo,Rivera,Sinaloa,1963-01-15,Platino
C00265,,Vargas,Sonora,1958-11-21,Plata
C00266,Sofía,Rivera,Puebla,1963-10-21,Bronce
C00267,Daniela,Sánchez,Coahuila,1999-08-07,Oro
C00268,Sofía,Pérez,Sinaloa,1962-05-10,Plata
C00269,Sofía,Ortiz,,1974-09-04,Plata
C00270,José,Ortiz,Veracruz,1998-05-04,Plata
C00271,Laura,Martínez,Yucatán,1967-09-18,Bronce
C00272,Gabriela,Ramírez,Ciudad de México,1964-05-22,Bronce
C00273,Laura,Gómez,Veracruz,1975-12-26,Platino
C00274,Ana,Sánchez,Jalisco,1980-09-28,Bronce
C00275,Ana,Flores,Jalisco,1975-12-02,Plata
C00276,José,vargas,Yucatán,1972-12-27,Bronce
C00277,Miguel,González,Yucatán,1959-06-23,Plata
C00278,Ana,Morales,Chihuahua,2004-12-12,Plata
C00279,Miguel,Ramírez,Veracruz,1957-05-17,Bronce
C00280,Diego,Rodríguez,Baja California,1991-03-20,Bronce
C00281,Ricardo,Hernández,Yucatán,2004-12-18,Bronce
C00282,Mariana,García,Chihuahua,1979-05-06,Bronce
C00283,Andrés,Martínez,Baja California,1959-03-13,Platino
C00284,Luis,García,Baja California,2001-01-09,Oro
C00285,Ana,Flores,Sonora,1965-02-17,Bronce
C00286,Andrés,Ortiz,Tamaulipas,1967-06-04,Bronce
C00287,Carlos,García,Jalisco,1964-08-23,Bronce
C00288,María,Martínez,Tamaulipas,1956-12-30,Bronce
C00289,Mariana,Ortiz,Sinaloa,1979-12-29,Bronce
C00290,Carlos,Gómez,Veracruz,1968-10-17,Bronce
C00291,Andrés,Vargas,,1988-12-02,Oro
C00292,Eduardo,Rivera,Ciudad de México,1982-08-20,Plata
C00293,Sofía,Jiménez,Coahuila,1967-11-04,Bronce
C00294,Andrés,González,Nuevo León,2003-12-27,Oro
C00295,Fernanda,Castillo,Jalisco,1971-07-09,Plata
C00296,Jorge,Ramírez,Puebla,1974-05-31,Plata
C00297,Jorge,García,Sonora,1975-03-14,Plata
C00298,Ana,Ramírez,Baja California,1986-07-18,Plata
C00299,Andrés,Ramírez,Chihuahua,2001-03-12,Plata
C00300,Laura,Flores,Sonora,1982-06-18,Oro
C00301,Diego,Martínez,Jalisco,1996-12-31,Plata
C00302,Ana,Ortiz,Coahuila,1989-12-07,Plata
C00303,Diego,Rodríguez,Sinaloa,1967-08-21,Plata
C00304,Laura,Jiménez,Nuevo León,1977-12-12,Plata
C00305,Ana,mendoza,Nuevo León,1990-06-13,Bronce
C00306,Ricardo,Hernández,Coahuila,1968-12-04,Oro
C00307,María,Morales,Jalisco,1988-07-16,Bronce
C00308,Diego,Ramírez,Sonora,1981-12-09,Plata
C00309,Jorge,Flores,Jalisco,1969-01-29,Platino
C00310,Ricardo,Pérez,Nuevo León,1975-08-16,Oro
C00311,Carlos,Ramírez,Nuevo León,1974-01-31,Oro
C00312,Mariana,Vargas,Veracruz,1957-01-03,Plata
C00313,Valeria,Rivera,Nuevo León,1981-12-03,Bronce
C00314,Jorge,Rodríguez,Tamaulipas,2003-03-28,Bronce
C00315,Gabriela,Morales,Sonora,1984-07-30,Platino
C00316,Sofía,Torres,Yucatán,2004-09-06,Plata
C00317,Diego,Morales,Puebla,1996-10-05,Plata
C00318,Mariana,Morales,Tamaulipas,1963-03-11,Plata
C00319,Gabriela,Ortiz,Sonora,1979-07-19,Bronce
C00320,Mariana,Gómez,Jalisco,2001-05-30,Plata
C00321,Fernanda,Morales,Puebla,1973-10-16,Oro
C00322,María,Morales,Baja California,1996-03-04,Plata
C00323,Eduardo,Castillo,Nuevo León,1989-08-10,Bronce
C00324,Andrés,Ramírez,Jalisco,1994-08-14,Plata
C00325,María,Pérez,Coahuila,1975-03-11,Oro
C00326,Diego,Flores,Yucatán,1990-01-03,Plata
C00327,Eduardo,Ramírez,Coahuila,1986-08-14,Bronce
C00328,María,Pérez,Sonora,1987-11-03,Plata
C00329,José,González,Chihuahua,1964-05-24,Bronce
C00330,María,Vargas,Ciudad de México,1984-11-03,Plata
C00331,Ana,Rivera,Sinaloa,1981-01-08,Oro
C00332,Eduardo,Ortiz,Coahuila,1965-08-15,Plata
C00333,Ana,Flores,Ciudad de México,2004-02-12,Plata
C00334,Luis,Rodríguez,Puebla,2004-12-30,Bronce
C00335,Ricardo,Castillo,Jalisco,1987-11-10,Plata
C00336,Eduardo,Torres,Tamaulipas,1999-08-04,Bronce
C00337,Andrés,García,Veracruz,1961-08-23,Plata
C00338,Sofía,López,Puebla,1956-03-19,Bronce
C00339,Paola,Flores,,2000-07-16,Bronce
C00340,Daniela,López,Sinaloa,2004-08-22,Plata
C00341,Eduardo,Castillo,Baja California,1974-12-05,Platino
C00342,María,López,Sinaloa,1983-04-19,Bronce
C00343,Gabriela,Torres,Tamaulipas,1973-04-03,Bronce
C00344,Ricardo,Gómez,Yucatán,1993-11-01,Bronce
C00345,Daniela,,Veracruz,1966-12-27,Oro
C00346,Jorge,Vargas,Sonora,1997-07-10,Oro
C00347,Carlos,Hernández,Sonora,1970-03-24,Oro
C00348,Miguel,López,Nuevo León,1969-01-09,Bronce
C00349,Fernanda,García,Veracruz,1957-05-13,Platino
C00350,Paola,Mendoza,Puebla,1960-09-17,Bronce
C00351,Alejandro,Ramírez,Tamaulipas,1970-07-12,Plata
C00352,Jorge,Sánchez,Puebla,1981-04-25,Bronce
C00353,Gabriela,González,Ciudad de México,1967-03-27,Bronce
C00354,Ricardo,Ortiz,Ciudad de México,1982-11-16,Oro
C00355,Mariana,Gómez,Tamaulipas,1962-04-22,Bronce
C00356,Eduardo,Mendoza,Baja California,1968-08-19,Plata
C00357,Luis,Mendoza,Baja California,1972-12-25,Bronce
C00358,Fernanda,Castillo,Chihuahua,1978-02-02,Bronce
C00359,Gabriela,Vargas,Coahuila,1964-02-10,Plata
C00360,José,Sánchez,Jalisco,1960-10-19,Oro
C00361,eduardo,Rodríguez,Puebla,1963-03-08,Oro
C00362,Alejandro,García,Chihuahua,1995-05-23,Platino
C00363,Ana,Vargas,Sonora,2001-12-28,Bronce
C00364,Sofía,Flores,Nuevo León,2002-12-25,Oro
C00365,Eduardo,Ortiz,Ciudad de México,1971-12-21,Platino
C00366,Valeria,Torres,Tamaulipas,1955-02-08,Platino
C00367,Ricardo,García,Tamaulipas,1962-03-06,Oro
C00368,Sofía,García,Coahuila,1971-06-30,Plata
C00369,Eduardo,Castillo,Puebla,1972-03-02,Bronce
C00370,Luis,Ortiz,Sonora,1974-12-15,Plata
C00371,José,Sánchez,Coahuila,1958-04-19,Plata
C00372,Eduardo,López,Baja California,1963-08-26,Platino
C00373,Ricardo,Hernández,Yucatán,1998-05-29,Oro
C00374,Diego,Gómez,Sonora,2004-07-15,Oro
C00375,Eduardo,Castillo,Sonora,1989-04-19,Bronce
C00376,Laura,Pérez,Sinaloa,1966-08-09,Bronce
C00377,Paola,Martínez,Nuevo León,1968-11-21,Plata
C00378,,Ramírez,Veracruz,1993-04-18,Oro
C00379,Andrés,Vargas,Veracruz,2001-10-27,Oro
C00380,Daniela,Torres,Baja California,1973-08-09,Oro
C00381,Mariana,Flores,Yucatán,2002-02-25,Bronce
C00382,Daniela,Rivera,Yucatán,1990-02-05,Bronce
C00383,Paola,Flores,Coahuila,1975-07-20,Bronce
C00384,Mariana,Flores,Jalisco,1959-05-29,Bronce
C00385,Miguel,Hernández,Tamaulipas,1982-11-30,Bronce
C00386,Eduardo,Sánchez,Chihuahua,1969-11-10,Plata
C00387,José,Rivera,Sonora,1968-01-23,Bronce
C00388,Andrés,García,Coahuila,1988-09-14,Bronce
C00389,Sofía, Castillo ,Baja California,1986-11-13,Bronce
C00390,Jorge,López,chihuahua,1964-06-12,Oro
C00391,Daniela,García,Puebla,1968-10-05,Bronce
C00392,Sofía,Gómez,Ciudad de México,1975-03-07,Plata
C00393,sofía,Gómez,Sonora,2000-02-03,Oro
C00394,Luis,Gómez,Puebla,2004-11-11,Bronce
C00395,Ricardo,Rivera,Puebla,1975-08-10,Plata
C00396,Luis,Díaz,Baja California,1985-06-16,Oro
C00397,María,Sánchez,Nuevo León,2000-03-09,Plata
C00398,María,Hernández,Sinaloa,1960-05-13,Bronce
C00399,Valeria,Morales,Sinaloa,1973-06-22,Oro
C00400,Diego,González,Coahuila,1957-03-17,Plata
C00401,Jorge,Hernández,Veracruz,1982-06-17,Plata
C00402,Eduardo,González,Sinaloa,1972-08-11,Bronce
C00403,Miguel,Ortiz,Puebla,1986-08-08,Bronce
C00404,Sofía,Castillo,Sonora,2002-11-15,Bronce
C00405,Luis,López,Yucatán,1999-05-21,Plata
C00406,Daniela,Vargas,Yucatán,2003-07-28,Plata
C00407,Paola,Rivera,Tamaulipas,1977-07-24,Bronce
C00408,Jorge,Vargas,Ciudad de México,1966-08-16,Bronce
C00409,Diego,Morales,Sonora,1982-01-02,Bronce
C00410,Laura,Mendoza,Baja California,1979-11-04,Bronce
C00411,Ana,Gómez,Baja California,1986-03-30,Plata
C00412,Carlos,Jiménez,Veracruz,1993-01-16,Plata
C00413,María,Vargas,Veracruz,2004-05-02,Bronce
C00414,Diego,Gómez,Yucatán,2002-04-28,Platino
C00415,Mariana,Sánchez,Puebla,1970-10-05,Bronce
C00416,Andrés,Flores,Nuevo León,1965-11-29,Oro
C00417,Eduardo,Jiménez,Ciudad de México,1990-07-08,Oro
C00418,José,Castillo,Nuevo León,1979-01-14,Plata
C00419,Laura,Torres,Veracruz,1996-10-16,Oro
C00420,Miguel,Flores,Chihuahua,1979-11-22,Oro
C00421,Ana,Gómez,Jalisco,1989-12-11,Platino
C00422,Jorge,Vargas,Puebla,2003-08-01,Plata
C00423,Valeria,González,Veracruz,1970-06-28,Bronce
C00424,Laura,Martínez,Coahuila,1974-05-18,Bronce
C00425,Ricardo,Morales,Veracruz,1968-07-22,Platino
C00426,Miguel,Flores,Nuevo León,1971-04-28,Bronce
C00427,Daniela,Flores,Baja California,1990-11-12,Oro
C00428,Ricardo,Torres,Veracruz,1976-04-23,Plata
C00429,Ricardo,Díaz,Ciudad de México,1993-09-18,Platino
C00430,Gabriela,Torres,Sonora,1966-03-27,Plata
C00431,Ricardo,Díaz,Puebla,1968-12-26,Bronce
C00432,Laura,Flores,Nuevo León,1975-12-13,Bronce
C00433,Sofía,García,Sinaloa,2004-01-22,Bronce
C00434,María,Gómez,Baja California,1993-07-15,Oro
C00435,Laura,Hernández,Sinaloa,1992-09-24,Plata
C00436,Gabriela,Gómez,Jalisco,1975-09-12,Bronce
C00437,Paola,Hernández,Chihuahua,1956-07-06,Plata
C00438,Daniela,Mendoza,Ciudad de México,1959-11-04,Oro
C00439,Luis,González,Baja California,1960-10-09,Plata
C00440,Mariana,González,Nuevo León,1961-11-05,Plata
C00441,Paola,garcía,Nuevo León,1979-06-12,Plata
C00442,Daniela,López,Jalisco,1983-08-04,Oro
C00443,Fernanda,García,Ciudad de México,1993-07-12,Bronce
C00444,Ana,Morales,Veracruz,1972-09-03,Bronce
C00445,Daniela,López,Puebla,1975-12-10,Plata
C00446,Gabriela,González,Yucatán,1985-05-06,Bronce
C00447,Gabriela,Ortiz,Coahuila,1992-04-04,Bronce
C00448,José,Pérez,Coahuila,1962-03-28,Plata
C00449,Valeria,Gómez,Tamaulipas,1970-07-10,Bronce
